tem,rain,rain%,cloud,pressure,wind,gust,forecast,dateTime,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
21,0,0,84,1020,4,6,1,2015041200,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,56,1021,8,12,14,2015041203,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,38,1022,10,14,14,2015041206,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,21,1024,19,22,0,2015041209,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,26,1021,16,18,14,2015041212,0,0,0,1,0,0,0,0,0,0,0,0
29,0,0,22,1018,11,13,0,2015041215,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,12,1020,1,3,0,2015041218,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,7,1022,8,16,0,2015041221,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,3,1021,4,8,0,2015041300,0,0,0,1,0,0,0,0,0,0,0,0
20,0,0,2,1021,4,7,0,2015041303,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,3,1021,5,5,0,2015041306,0,0,0,1,0,0,0,0,0,0,0,0
24,0,0,7,1021,5,6,0,2015041309,0,0,0,1,0,0,0,0,0,0,0,0
24,0,0,12,1020,5,6,0,2015041312,0,0,0,1,0,0,0,0,0,0,0,0
24,0,0,17,1019,5,7,0,2015041315,0,0,0,1,0,0,0,0,0,0,0,0
23,0,0,25,1018,5,7,0,2015041318,0,0,0,1,0,0,0,0,0,0,0,0
23,0,0,38,1016,6,8,0,2015041321,0,0,0,1,0,0,0,0,0,0,0,0
24,0,0,64,1012,7,10,1,2015041400,0,0,0,1,0,0,0,0,0,0,0,0
22,0.1,0,78,1011,6,9,18,2015041403,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,78,1012,6,8,13,2015041406,0,0,0,1,0,0,0,0,0,0,0,0
31,0.1,0,62,1013,6,8,18,2015041409,0,0,0,1,0,0,0,0,0,0,0,0
34,0,0,49,1011,9,11,14,2015041412,0,0,0,1,0,0,0,0,0,0,0,0
34,0.2,0,77,1008,13,16,18,2015041415,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,23,1009,9,15,14,2015041418,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,72,1011,9,14,18,2015041421,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,76,1011,8,12,13,2015041500,0,0,0,1,0,0,0,0,0,0,0,0
22,2,0,81,1010,8,14,9,2015041503,0,0,0,1,0,0,0,0,0,0,0,0
24,0,0,71,1012,9,13,1,2015041506,0,0,0,1,0,0,0,0,0,0,0,0
29,0,0,63,1012,9,10,18,2015041509,0,0,0,1,0,0,0,0,0,0,0,0
33,0,0,57,1010,10,12,1,2015041512,0,0,0,1,0,0,0,0,0,0,0,0
32,0.2,0,84,1008,13,16,18,2015041515,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,46,1009,10,16,14,2015041518,0,0,0,1,0,0,0,0,0,0,0,0
25,0.3,0,86,1011,8,13,18,2015041521,0,0,0,1,0,0,0,0,0,0,0,0
25,0.2,0,81,1012,8,12,18,2015041600,0,0,0,1,0,0,0,0,0,0,0,0
25,0.2,0,72,1013,7,10,18,2015041603,0,0,0,1,0,0,0,0,0,0,0,0
23,0,0,54,1016,5,6,14,2015041606,0,0,0,1,0,0,0,0,0,0,0,0
28,0.1,0,46,1016,10,12,14,2015041609,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,18,1013,16,18,0,2015041612,0,0,0,1,0,0,0,0,0,0,0,0
29,0,0,24,1011,20,23,0,2015041615,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,23,1011,16,26,0,2015041618,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,29,1011,16,25,0,2015041621,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,37,1011,15,24,0,2015041700,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,50,1011,14,21,0,2015041703,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,76,1010,13,16,1,2015041706,0,0,0,1,0,0,0,0,0,0,0,0
30,0.1,0,31,1010,18,20,14,2015041709,0,0,0,1,0,0,0,0,0,0,0,0
37,0,0,9,1006,24,28,0,2015041712,0,0,0,1,0,0,0,0,0,0,0,0
37,0,0,6,1004,26,29,0,2015041715,0,0,0,1,0,0,0,0,0,0,0,0
29,0,0,13,1004,16,25,0,2015041718,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,10,1006,12,19,0,2015041721,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,29,1005,9,13,14,2015041800,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,69,1005,9,13,1,2015041803,0,0,0,1,0,0,0,0,0,0,0,0
28,0.1,0,44,1006,8,9,14,2015041806,0,0,0,1,0,0,0,0,0,0,0,0
36,0.1,0,11,1007,9,10,0,2015041809,0,0,0,1,0,0,0,0,0,0,0,0
45,0,0,11,1004,14,16,0,2015041812,0,0,0,1,0,0,0,0,0,0,0,0
42,0,0,15,1002,21,26,0,2015041815,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,14,1002,18,34,0,2015041818,0,0,0,1,0,0,0,0,0,0,0,0
30,0,0,8,1004,15,26,0,2015041821,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,3,1005,12,19,0,2015041900,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,12,1004,9,16,0,2015041903,0,0,0,1,0,0,0,0,0,0,0,0
29,0,0,22,1006,7,8,0,2015041906,0,0,0,1,0,0,0,0,0,0,0,0
41,0,0,4,1007,4,5,0,2015041909,0,0,0,1,0,0,0,0,0,0,0,0
46,0,0,8,1005,4,5,0,2015041912,0,0,0,1,0,0,0,0,0,0,0,0
45,0,0,19,1002,15,22,0,2015041915,0,0,0,1,0,0,0,0,0,0,0,0
35,0,0,13,1003,18,32,0,2015041918,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,9,1004,13,23,0,2015041921,0,0,0,1,0,0,0,0,0,0,0,0
30,0,0,6,1005,8,14,0,2015042000,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,7,1005,6,9,0,2015042003,0,0,0,1,0,0,0,0,0,0,0,0
31,0,0,12,1007,9,10,0,2015042006,0,0,0,1,0,0,0,0,0,0,0,0
38,0,0,6,1007,13,15,0,2015042009,0,0,0,1,0,0,0,0,0,0,0,0
41,0,0,7,1005,10,12,0,2015042012,0,0,0,1,0,0,0,0,0,0,0,0
40,0,0,6,1003,16,18,0,2015042015,0,0,0,1,0,0,0,0,0,0,0,0
34,0,0,5,1006,16,28,0,2015042018,0,0,0,1,0,0,0,0,0,0,0,0
31,0,0,6,1009,14,22,0,2015042021,0,0,0,1,0,0,0,0,0,0,0,0
29,0,0,83,1010,5,8,1,2015042100,0,0,0,1,0,0,0,0,0,0,0,0
27,0.1,0,81,1010,8,11,1,2015042103,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,94,1013,13,18,13,2015042106,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,75,1014,12,14,1,2015042109,0,0,0,1,0,0,0,0,0,0,0,0
34,0,0,43,1012,9,11,14,2015042112,0,0,0,1,0,0,0,0,0,0,0,0
34,0,0,39,1010,13,15,14,2015042115,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,22,1012,9,14,0,2015042118,0,0,0,1,0,0,0,0,0,0,0,0
26,3.8,0,88,1014,12,20,9,2015042121,0,0,0,1,0,0,0,0,0,0,0,0
26,2.3,0,53,1015,5,7,7,2015042200,0,0,0,1,0,0,0,0,0,0,0,0
25,1.2,0,76,1015,6,9,7,2015042203,0,0,0,1,0,0,0,0,0,0,0,0
22,0,0,100,1016,8,10,13,2015042206,0,0,0,1,0,0,0,0,0,0,0,0
22,4.7,0,100,1017,9,12,9,2015042209,0,0,0,1,0,0,0,0,0,0,0,0
27,1.1,0,100,1016,10,12,6,2015042212,0,0,0,1,0,0,0,0,0,0,0,0
25,0.3,0,100,1014,8,11,5,2015042215,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,100,1015,7,10,13,2015042218,0,0,0,1,0,0,0,0,0,0,0,0
22,0,0,99,1016,8,12,13,2015042221,0,0,0,1,0,0,0,0,0,0,0,0
22,0,0,98,1017,9,14,13,2015042300,0,0,0,1,0,0,0,0,0,0,0,0
22,0,0,100,1016,8,12,13,2015042303,0,0,0,1,0,0,0,0,0,0,0,0
21,0.1,0,100,1017,5,7,13,2015042306,0,0,0,1,0,0,0,0,0,0,0,0
22,0.1,0,100,1019,8,11,13,2015042309,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,100,1017,12,15,13,2015042312,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,100,1016,12,15,13,2015042315,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,84,1017,4,5,1,2015042318,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,95,1018,5,9,13,2015042321,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,100,1018,4,7,13,2015042400,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,100,1017,5,8,13,2015042403,0,0,0,1,0,0,0,0,0,0,0,0
21,0,0,100,1018,5,7,13,2015042406,0,0,0,1,0,0,0,0,0,0,0,0
25,0.1,0,98,1019,7,9,13,2015042409,0,0,0,1,0,0,0,0,0,0,0,0
31,0,0,38,1017,5,6,14,2015042412,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,48,1015,4,5,14,2015042415,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,33,1015,5,8,14,2015042418,0,0,0,1,0,0,0,0,0,0,0,0
25,0.1,0,98,1018,0,1,13,2015042421,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,100,1018,6,9,13,2015042500,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,86,1017,8,13,1,2015042503,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,89,1018,8,11,13,2015042506,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,96,1019,7,8,13,2015042509,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,71,1016,2,2,1,2015042512,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,35,1014,4,5,14,2015042515,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,34,1015,3,5,14,2015042518,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,41,1017,4,9,14,2015042521,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,36,1017,2,5,14,2015042600,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,30,1016,2,4,14,2015042603,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,26,1017,0,0,14,2015042606,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,53,1017,5,5,14,2015042609,0,0,0,1,0,0,0,0,0,0,0,0
34,0.1,0,58,1014,12,14,14,2015042612,0,0,0,1,0,0,0,0,0,0,0,0
34,0.1,0,50,1012,17,19,14,2015042615,0,0,0,1,0,0,0,0,0,0,0,0
28,0.1,0,21,1013,17,28,0,2015042618,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,20,1014,12,20,0,2015042621,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,20,1015,8,12,0,2015042700,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,17,1013,7,11,0,2015042703,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,16,1014,6,7,0,2015042706,0,0,0,1,0,0,0,0,0,0,0,0
32,0,0,47,1014,12,14,14,2015042709,0,0,0,1,0,0,0,0,0,0,0,0
36,0,0,45,1011,16,18,14,2015042712,0,0,0,1,0,0,0,0,0,0,0,0
35,0,0,30,1010,20,25,14,2015042715,0,0,0,1,0,0,0,0,0,0,0,0
29,0,0,47,1011,16,27,14,2015042718,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,66,1013,15,23,1,2015042721,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,34,1012,6,10,14,2015042800,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,66,1011,9,12,14,2015042803,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,78,1013,6,8,13,2015042806,0,0,0,1,0,0,0,0,0,0,0,0
31,0.1,0,57,1013,6,7,18,2015042809,0,0,0,1,0,0,0,0,0,0,0,0
35,0,0,55,1011,8,9,1,2015042812,0,0,0,1,0,0,0,0,0,0,0,0
34,0.5,0,88,1008,10,13,12,2015042815,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,55,1010,8,13,1,2015042818,0,0,0,1,0,0,0,0,0,0,0,0
26,0,0,59,1012,8,14,18,2015042821,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,66,1012,8,13,18,2015042900,0,0,0,1,0,0,0,0,0,0,0,0
27,0,0,77,1011,8,11,18,2015042903,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,99,1011,7,8,13,2015042906,0,0,0,1,0,0,0,0,0,0,0,0
32,0.1,0,65,1011,5,6,1,2015042909,0,0,0,1,0,0,0,0,0,0,0,0
39,0,0,25,1009,10,12,14,2015042912,0,0,0,1,0,0,0,0,0,0,0,0
39,0.1,0,17,1008,14,17,0,2015042915,0,0,0,1,0,0,0,0,0,0,0,0
32,0.3,0,5,1008,16,26,0,2015042918,0,0,0,1,0,0,0,0,0,0,0,0
29,0.7,0,43,1010,15,23,17,2015042921,0,0,0,1,0,0,0,0,0,0,0,0
29,0.7,0,70,1010,10,15,7,2015043000,0,0,0,1,0,0,0,0,0,0,0,0
28,0.1,0,87,1009,8,12,1,2015043003,0,0,0,1,0,0,0,0,0,0,0,0
30,0,0,87,1010,9,11,1,2015043006,0,0,0,1,0,0,0,0,0,0,0,0
37,0,0,34,1011,11,13,14,2015043009,0,0,0,1,0,0,0,0,0,0,0,0
41,2.8,0,27,1008,17,19,9,2015043012,0,0,0,1,0,0,0,0,0,0,0,0
40,2.7,0,13,1006,22,35,9,2015043015,0,0,0,1,0,0,0,0,0,0,0,0
33,2.7,0,8,1006,13,20,9,2015043018,0,0,0,1,0,0,0,0,0,0,0,0
30,0,0,29,1008,13,21,14,2015043021,0,0,0,1,0,0,0,0,0,0,0,0
29,0,0,36,1007,12,18,14,2015050100,0,0,0,0,1,0,0,0,0,0,0,0
27,0,0,35,1006,9,14,8,2015050103,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,13,1007,8,10,0,2015050106,0,0,0,0,1,0,0,0,0,0,0,0
39,0,0,4,1007,11,12,0,2015050109,0,0,0,0,1,0,0,0,0,0,0,0
41,0,0,7,1004,15,18,0,2015050112,0,0,0,0,1,0,0,0,0,0,0,0
40,0,0,13,1002,21,25,0,2015050115,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,9,1003,17,35,0,2015050118,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,8,1006,15,26,0,2015050121,0,0,0,0,1,0,0,0,0,0,0,0
30,0,0,7,1006,10,18,0,2015050200,0,0,0,0,1,0,0,0,0,0,0,0
30,0,0,7,1006,6,9,0,2015050203,0,0,0,0,1,0,0,0,0,0,0,0
34,0,0,5,1007,3,3,0,2015050206,0,0,0,0,1,0,0,0,0,0,0,0
41,0,0,4,1007,5,5,0,2015050209,0,0,0,0,1,0,0,0,0,0,0,0
46,0,0,6,1005,3,3,0,2015050212,0,0,0,0,1,0,0,0,0,0,0,0
43,0,0,16,1003,17,19,0,2015050215,0,0,0,0,1,0,0,0,0,0,0,0
34,0,0,32,1004,21,32,14,2015050218,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,10,1006,15,25,0,2015050221,0,0,0,0,1,0,0,0,0,0,0,0
32,0,0,5,1006,10,14,0,2015050300,0,0,0,0,1,0,0,0,0,0,0,0
30,0,0,29,1006,6,10,14,2015050303,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,33,1007,8,9,14,2015050306,0,0,0,0,1,0,0,0,0,0,0,0
43,0,0,5,1008,3,4,0,2015050309,0,0,0,0,1,0,0,0,0,0,0,0
45,0,0,20,1006,4,5,0,2015050312,0,0,0,0,1,0,0,0,0,0,0,0
44,0,0,17,1004,17,19,0,2015050315,0,0,0,0,1,0,0,0,0,0,0,0
35,0,0,13,1004,19,31,0,2015050318,0,0,0,0,1,0,0,0,0,0,0,0
32,0,0,12,1006,14,23,0,2015050321,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,10,1006,12,19,0,2015050400,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,25,1006,9,13,0,2015050403,0,0,0,0,1,0,0,0,0,0,0,0
34,0,0,38,1008,8,10,14,2015050406,0,0,0,0,1,0,0,0,0,0,0,0
41,0,0,23,1008,4,5,0,2015050409,0,0,0,0,1,0,0,0,0,0,0,0
45,0,0,18,1007,11,13,0,2015050412,0,0,0,0,1,0,0,0,0,0,0,0
45,0.2,0,13,1005,17,19,17,2015050415,0,0,0,0,1,0,0,0,0,0,0,0
37,1.3,0,19,1006,18,28,17,2015050418,0,0,0,0,1,0,0,0,0,0,0,0
35,0.6,0,18,1007,13,21,17,2015050421,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,17,1008,8,15,0,2015050500,0,0,0,0,1,0,0,0,0,0,0,0
32,8.9,0,22,1007,8,14,20,2015050503,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,51,1007,8,10,14,2015050506,0,0,0,0,1,0,0,0,0,0,0,0
38,0.1,0,82,1007,12,13,1,2015050509,0,0,0,0,1,0,0,0,0,0,0,0
42,0.8,0,32,1005,19,22,18,2015050512,0,0,0,0,1,0,0,0,0,0,0,0
41,0.2,0,12,1002,24,28,0,2015050515,0,0,0,0,1,0,0,0,0,0,0,0
33,0.5,0,61,1003,14,22,7,2015050518,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,55,1005,16,24,19,2015050521,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,72,1004,8,13,8,2015050600,0,0,0,0,1,0,0,0,0,0,0,0
30,0,0,100,1004,7,11,2,2015050603,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,36,1004,6,7,14,2015050606,0,0,0,0,1,0,0,0,0,0,0,0
38,0,0,44,1005,7,8,14,2015050609,0,0,0,0,1,0,0,0,0,0,0,0
45,0,0,4,1004,5,5,0,2015050612,0,0,0,0,1,0,0,0,0,0,0,0
45,0,0,4,1001,9,11,0,2015050615,0,0,0,0,1,0,0,0,0,0,0,0
35,0,0,9,1002,14,24,0,2015050618,0,0,0,0,1,0,0,0,0,0,0,0
32,0.9,0,9,1005,13,23,18,2015050621,0,0,0,0,1,0,0,0,0,0,0,0
31,0.8,0,13,1005,11,17,17,2015050700,0,0,0,0,1,0,0,0,0,0,0,0
30,0.6,0,81,1006,8,12,7,2015050703,0,0,0,0,1,0,0,0,0,0,0,0
32,0,0,91,1007,9,11,19,2015050706,0,0,0,0,1,0,0,0,0,0,0,0
38,0.1,0,74,1007,7,8,1,2015050709,0,0,0,0,1,0,0,0,0,0,0,0
44,0,0,17,1005,8,9,0,2015050712,0,0,0,0,1,0,0,0,0,0,0,0
44,0.5,0,9,1003,20,23,0,2015050715,0,0,0,0,1,0,0,0,0,0,0,0
36,0.3,0,8,1003,13,20,0,2015050718,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,14,1006,13,20,0,2015050721,0,0,0,0,1,0,0,0,0,0,0,0
32,0,0,27,1005,11,18,19,2015050800,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,77,1004,11,17,8,2015050803,0,0,0,0,1,0,0,0,0,0,0,0
35,0,0,75,1005,8,9,1,2015050806,0,0,0,0,1,0,0,0,0,0,0,0
42,0,0,25,1005,1,2,14,2015050809,0,0,0,0,1,0,0,0,0,0,0,0
48,0,0,5,1003,6,7,0,2015050812,0,0,0,0,1,0,0,0,0,0,0,0
46,0,0,8,1002,12,14,0,2015050815,0,0,0,0,1,0,0,0,0,0,0,0
37,0,0,16,1002,18,28,0,2015050818,0,0,0,0,1,0,0,0,0,0,0,0
33,1.1,0,11,1005,14,24,17,2015050821,0,0,0,0,1,0,0,0,0,0,0,0
33,1,0,11,1006,9,15,17,2015050900,0,0,0,0,1,0,0,0,0,0,0,0
31,5.9,0,44,1006,6,9,9,2015050903,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,68,1007,7,8,19,2015050906,0,0,0,0,1,0,0,0,0,0,0,0
38,2.8,0,16,1007,3,3,9,2015050909,0,0,0,0,1,0,0,0,0,0,0,0
39,3.3,0,27,1006,16,19,9,2015050912,0,0,0,0,1,0,0,0,0,0,0,0
42,0,0,7,1004,4,5,0,2015050915,0,0,0,0,1,0,0,0,0,0,0,0
34,0,0,9,1005,10,16,0,2015050918,0,0,0,0,1,0,0,0,0,0,0,0
29,1.1,0,10,1007,13,21,18,2015050921,0,0,0,0,1,0,0,0,0,0,0,0
28,2.1,0,19,1007,9,14,18,2015051000,0,0,0,0,1,0,0,0,0,0,0,0
27,0.4,0,41,1007,8,12,18,2015051003,0,0,0,0,1,0,0,0,0,0,0,0
29,0,0,90,1007,8,9,13,2015051006,0,0,0,0,1,0,0,0,0,0,0,0
34,0.2,0,73,1007,9,11,7,2015051009,0,0,0,0,1,0,0,0,0,0,0,0
41,0.1,0,22,1004,11,13,0,2015051012,0,0,0,0,1,0,0,0,0,0,0,0
41,0.1,0,16,1003,15,18,0,2015051015,0,0,0,0,1,0,0,0,0,0,0,0
33,0.1,0,7,1004,14,22,0,2015051018,0,0,0,0,1,0,0,0,0,0,0,0
30,1.3,0,9,1006,11,19,18,2015051021,0,0,0,0,1,0,0,0,0,0,0,0
29,0,0,35,1007,9,17,14,2015051100,0,0,0,0,1,0,0,0,0,0,0,0
29,0.4,0,23,1007,6,10,18,2015051103,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,65,1008,5,6,1,2015051106,0,0,0,0,1,0,0,0,0,0,0,0
38,0,0,60,1008,5,6,14,2015051109,0,0,0,0,1,0,0,0,0,0,0,0
45,0,0,13,1006,5,6,0,2015051112,0,0,0,0,1,0,0,0,0,0,0,0
43,0.6,0,14,1006,9,10,17,2015051115,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,9,1008,15,25,0,2015051118,0,0,0,0,1,0,0,0,0,0,0,0
33,9.6,0,11,1010,9,19,20,2015051121,0,0,0,0,1,0,0,0,0,0,0,0
30,9.4,0,21,1011,13,24,20,2015051200,0,0,0,0,1,0,0,0,0,0,0,0
27,1.1,0,72,1011,12,21,7,2015051203,0,0,0,0,1,0,0,0,0,0,0,0
27,0.2,0,100,1012,12,16,7,2015051206,0,0,0,0,1,0,0,0,0,0,0,0
30,0,0,73,1012,6,8,1,2015051209,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,70,1010,7,8,1,2015051212,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,64,1008,15,17,1,2015051215,0,0,0,0,1,0,0,0,0,0,0,0
30,0.1,0,25,1009,12,19,0,2015051218,0,0,0,0,1,0,0,0,0,0,0,0
28,0,0,29,1011,12,18,14,2015051221,0,0,0,0,1,0,0,0,0,0,0,0
27,0,0,45,1010,9,14,14,2015051300,0,0,0,0,1,0,0,0,0,0,0,0
28,0,0,87,1009,9,12,1,2015051303,0,0,0,0,1,0,0,0,0,0,0,0
30,0.1,0,100,1009,9,12,13,2015051306,0,0,0,0,1,0,0,0,0,0,0,0
37,0.1,0,68,1009,14,16,1,2015051309,0,0,0,0,1,0,0,0,0,0,0,0
41,0.3,0,51,1006,20,23,7,2015051312,0,0,0,0,1,0,0,0,0,0,0,0
41,0.6,0,21,1005,23,28,18,2015051315,0,0,0,0,1,0,0,0,0,0,0,0
33,0.7,0,14,1005,15,26,18,2015051318,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,21,1008,18,29,0,2015051321,0,0,0,0,1,0,0,0,0,0,0,0
30,0,0,21,1007,13,22,0,2015051400,0,0,0,0,1,0,0,0,0,0,0,0
30,0.4,0,44,1006,14,22,18,2015051403,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,27,1008,15,20,14,2015051406,0,0,0,0,1,0,0,0,0,0,0,0
41,0,0,8,1008,14,17,0,2015051409,0,0,0,0,1,0,0,0,0,0,0,0
44,0,0,28,1006,12,14,14,2015051412,0,0,0,0,1,0,0,0,0,0,0,0
43,0,0,12,1004,21,24,0,2015051415,0,0,0,0,1,0,0,0,0,0,0,0
35,0,0,8,1005,18,31,0,2015051418,0,0,0,0,1,0,0,0,0,0,0,0
32,0.4,0,10,1007,16,27,0,2015051421,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,15,1006,12,19,0,2015051500,0,0,0,0,1,0,0,0,0,0,0,0
32,0,0,15,1006,5,8,0,2015051503,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,10,1007,8,10,0,2015051506,0,0,0,0,1,0,0,0,0,0,0,0
41,0,0,16,1008,10,11,0,2015051509,0,0,0,0,1,0,0,0,0,0,0,0
45,0,0,21,1006,11,12,0,2015051512,0,0,0,0,1,0,0,0,0,0,0,0
41,0,0,16,1004,22,26,0,2015051515,0,0,0,0,1,0,0,0,0,0,0,0
35,0,0,9,1005,17,32,0,2015051518,0,0,0,0,1,0,0,0,0,0,0,0
32,0.1,0,13,1007,14,24,0,2015051521,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,15,1007,7,10,0,2015051600,0,0,0,0,1,0,0,0,0,0,0,0
32,0.6,0,27,1006,4,6,17,2015051603,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,16,1007,8,9,0,2015051606,0,0,0,0,1,0,0,0,0,0,0,0
37,0,0,17,1008,10,12,0,2015051609,0,0,0,0,1,0,0,0,0,0,0,0
43,0,0,61,1005,9,10,14,2015051612,0,0,0,0,1,0,0,0,0,0,0,0
42,1.8,0,24,1004,5,8,18,2015051615,0,0,0,0,1,0,0,0,0,0,0,0
36,1.8,0,34,1004,6,11,18,2015051618,0,0,0,0,1,0,0,0,0,0,0,0
33,0.1,0,42,1007,9,13,14,2015051621,0,0,0,0,1,0,0,0,0,0,0,0
31,0,0,50,1006,7,11,14,2015051700,0,0,0,0,1,0,0,0,0,0,0,0
31,0.5,0,37,1005,6,10,18,2015051703,0,0,0,0,1,0,0,0,0,0,0,0
33,0,0,24,1006,8,9,0,2015051706,0,0,0,0,1,0,0,0,0,0,0,0
38,0,0,30,1005,7,8,0,2015051709,0,0,0,0,1,0,0,0,0,0,0,0
43,0,0,37,1004,6,7,14,2015051712,0,0,0,0,1,0,0,0,0,0,0,0
43,0,0,28,1001,14,16,14,2015051715,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,23,1002,13,21,0,2015051718,0,0,0,0,1,0,0,0,0,0,0,0
34,0.1,0,13,1004,14,23,0,2015051721,0,0,0,0,1,0,0,0,0,0,0,0
35,0,0,11,1004,7,11,0,2015051800,0,0,0,0,1,0,0,0,0,0,0,0
32,0,0,17,1003,1,2,0,2015051803,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,15,1004,2,2,0,2015051806,0,0,0,0,1,0,0,0,0,0,0,0
44,0,0,7,1005,0,0,0,2015051809,0,0,0,0,1,0,0,0,0,0,0,0
47,0,0,30,1003,2,2,19,2015051812,0,0,0,0,1,0,0,0,0,0,0,0
45,0,0,19,1001,15,18,0,2015051815,0,0,0,0,1,0,0,0,0,0,0,0
37,0,0,23,1002,14,24,0,2015051818,0,0,0,0,1,0,0,0,0,0,0,0
35,0,0,19,1004,14,23,0,2015051821,0,0,0,0,1,0,0,0,0,0,0,0
34,0,0,22,1004,9,14,0,2015051900,0,0,0,0,1,0,0,0,0,0,0,0
34,0,0,26,1004,6,8,19,2015051903,0,0,0,0,1,0,0,0,0,0,0,0
36,0,0,26,1004,6,7,19,2015051906,0,0,0,0,1,0,0,0,0,0,0,0
